generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
189,2331.5,238.1896,60.94,96.045,-2.02,2250,80.5,3,216,67.5,1698.0,-276.0,1080.0,-238.0
190,1557.15,227.362,70.985,156.425,0.98,1455,84.0,7,146,43.65,1106.0,-174.5,730.0,-148.0
191,1168.39,253.7854,118.08,300.64,0.3,1213,154.0,3,100,36.39,917.0,-148.0,500.0,-137.0
192,1673.06,297.2932,90.66,425.08,1.17,1602,115.0,3,152,48.06,1218.0,-192.0,760.0,-161.0
193,3417.66,292.2808,150.46,324.215,-0.05,3322,185.5,5,297,99.66,2564.0,-379.0,1485.0,-352.0
194,1979.74,260.4804,83.605,286.35,2.95,1908,91.0,7,165,57.24,1503.0,-202.5,825.0,-203.0
195,1864.94,250.0122,135.42,264.875,2.48,1748,141.5,15,163,52.44,1369.0,-189.5,815.0,-182.0
196,1402.31,367.8366,245.345,345.85,0.84,1292,280.5,5,122,38.31,1015.0,-131.0,610.0,-130.0
197,1241.09,214.651,108.265,401.555,-0.85,1203,111.5,5,115,36.09,903.0,-150.0,575.0,-123.0
198,1794.29,402.158,153.285,734.435,1.45,1893,215.5,9,151,56.79,1428.0,-232.5,755.0,-213.0
199,2238.19,233.84,99.595,229.25,3.3,2173,173.0,8,194,65.19,1681.0,-246.0,970.0,-232.0
200,1913.98,294.6906,68.765,477.785,0.77,1916,97.5,8,170,57.48,1445.0,-235.5,850.0,-203.0
201,1275.01,284.5702,152.795,175.31,3.77,1267,173.0,3,108,38.01,979.0,-144.0,540.0,-138.0
202,1269.66,289.3014,101.65,312.72,-1.55,1222,140.0,12,111,36.66,946.0,-138.0,555.0,-130.0
203,2329.79,295.6234,119.89,279.49,1.17,2443,120.5,3,196,73.29,1848.0,-297.5,980.0,-274.0
204,1009.42,155.4264,88.33,206.185,5.27,914,112.5,4,91,27.42,716.0,-99.0,455.0,-90.0
205,778.8,173.996,81.265,362.77,2.95,810,133.5,9,69,24.3,601.0,-104.5,345.0,-87.0
206,2868.08,299.1884,72.49,248.505,2.95,2786,103.0,7,254,83.58,2137.0,-324.5,1270.0,-298.0
207,2562.22,284.89,125.235,205.97,3.63,2474,145.0,3,219,74.22,1928.0,-273.0,1095.0,-262.0
208,2022.16,249.1646,91.88,238.505,-0.85,1922,109.0,5,181,57.66,1481.0,-220.5,905.0,-201.0
209,1736.09,205.1698,81.425,347.605,0.16,1753,95.0,6,154,52.59,1320.0,-216.5,770.0,-190.0
